rank	PCI	category
169	-0.6021720882553319	WATCHES AND WRIST WATCHES
170	-0.6294295467450004	OTHER KITCHEN AND TABLE UTENSILS
171	-0.6566889031772888	DISPLAY AND SALES EQUIPMENT
172	-0.6618107401314964	BOOKS AND OTHER OBJECTS OF SIMILAR OUTWARD APPEARANCE
173	-0.6674007232675188	OTHER TOOLS AND IMPLEMENTS
174	-0.711208573965049	HEADWEAR
175	-0.73802006019922	GAMES AND TOYS
176	-0.7669406524462409	BAKERS’ PRODUCTS, BISCUITS, PASTRY, PASTA AND OTHER CEREAL PRODUCTS, CHOCOLATES, CONFECTIONERY, ICES
177	-0.7912477717223054	WRITING PAPER, CARDS FOR CORRESPONDENCE AND ANNOUNCEMENTS
178	-0.8122466484794529	NECKTIES, SCARVES, NECKERCHIEFS AND HANDKERCHIEFS
179	-0.8128055076051387	EQUIPMENT FOR DISTRIBUTION OR CONTROL OF ELECTRIC POWER
180	-0.8684401347767035	LAMPS, STANDARD LAMPS, CHANDELIERS, WALL AND CEILING FIXTURES, PHOTOGRAPHIC AND CINEMATOGRAPHIC PROJECTOR LAMPS
181	-0.8762582661172565	MISCELLANEOUS
182	-0.879416880004665	MATERIALS AND INSTRUMENTS FOR WRITING BY HAND, FOR DRAWING, FOR PAINTING, FOR SCULPTURE, FOR ENGRAVING AND FOR OTHER ARTISTIC TECHNIQUES
183	-0.890828996427641	SIGNS, SIGNBOARDS AND ADVERTISING DEVICES
184	-1.0079426949676011	HOUSES, GARAGES AND OTHER BUILDINGS
185	-1.04626741226914	MATTRESSES AND CUSHIONS
186	-1.0468304333703653	STORAGE FURNITURE
187	-1.0557291577961232	DATA PROCESSING EQUIPMENT AS WELL AS PERIPHERAL APPARATUS AND DEVICES
188	-1.0674474614828289	TABLES AND SIMILAR FURNITURE
189	-1.08169059901932	JEWELLERY
190	-1.1046994119791211	LIGHTERS
191	-1.1078678035966676	STORAGE CANS, DRUMS AND CASKS
192	-1.1202236277267064	PREFABRICATED OR PRE-ASSEMBLED BUILDING PARTS
193	-1.1219162204569222	SEATS
194	-1.12588350288549	BUILDING MATERIALS
195	-1.2477688399952538	BLANKETS AND OTHER COVERING MATERIALS, HOUSEHOLD LINEN AND NAPERY
196	-1.2835931980581787	CARPETS, MATS AND RUGS
197	-1.4042289117226894	TRUNKS, SUITCASES, BRIEFCASES, HANDBAGS, KEYHOLDERS, CASES SPECIALLY DESIGNED FOR THEIR CONTENTS, WALLETS AND SIMILAR ARTICLES
198	-1.5309632459362732	FLAGS, FESTIVE DECORATIONS
199	-1.7582153050800455	BOTTLES, FLASKS, POTS, CARBOYS, DEMIJOHNS, AND PRESSURIZED CONTAINERS
200	-2.1511443186974644	ARTIFICIAL OR NATURAL SHEET MATERIAL
201	-2.225479718898388	TRINKETS, TABLE, MANTEL AND WALL ORNAMENTS, FLOWER VASES AND POTS
202	-2.319430510684159	OTHER PRINTED MATTER
203	-2.598271874028036	BOXES, CASES, CONTAINERS, TIN CANS
204	-4.207781479187421	GARMENTS
205	-6.103083909838896	BAGS, SACHETS, TUBES AND CAPSULES
206	nan	Electronic cigarettes AND OTHER ELECTRONIC SMOKING SUPPLIES
207	nan	ARRANGEMENT OF INTERIORS AND EXTERIORS
208	nan	Machinery for filling, packing or packaging
209	nan	Toys AND TRAINING EQUIPMENT for animals
