rank	PCI	category
131	0.040904397801541176	MECHANICAL INSTRUMENTS
132	0.008096715165281427	SHIPS AND BOATS
133	0.004436685945060297	HEATING EQUIPMENT
134	0.0019226823742765548	WASHING, CLEANING AND DRYING MACHINES
135	-0.00797149654677767	OTHER HOUSEHOLD RECEPTACLES
136	-0.009903506343589382	TOILET BRUSHES, CLOTHES BRUSHES AND SHOE BRUSHES
137	-0.0472204059936673	Electronic cigarettes AND OTHER ELECTRONIC SMOKING SUPPLIES
138	-0.07644405644012492	NECKTIES, SCARVES, NECKERCHIEFS AND HANDKERCHIEFS
139	-0.10045893935563845	PHOTOGRAPHIC CAMERAS AND FILM CAMERAS
140	-0.10426314794592037	PIPES, CIGAR AND CIGARETTE HOLDERS
141	-0.10586991925023452	OTHER FURNITURE AND FURNITURE PARTS
142	-0.13138310755676924	AIRCRAFT AND SPACE VEHICLES
143	-0.14351713972303953	PREFABRICATED OR PRE-ASSEMBLED BUILDING PARTS
144	-0.1627965445249971	AUTOMATIC VENDING MACHINES
145	-0.1767171214610911	HABERDASHERY AND CLOTHING ACCESSORIES
146	-0.1791840493509561	ACCESSORIES
147	-0.18100371993931988	PROSTHETIC ARTICLES
148	-0.18260824524394897	STORAGE FURNITURE
149	-0.20036884959214654	MATERIALS FOR DRESSING WOUNDS, NURSING AND MEDICAL CARE
150	-0.20069261567822705	HANDCARTS, WHEELBARROWS
151	-0.21170140739584092	FANS
152	-0.2211266564216374	PARTS, EQUIPMENT AND ACCESSORIES FOR VEHICLES, NOT INCLUDED IN OTHER CLASSES OR SUBCLASSES
153	-0.23905073729818174	LUMINOUS SOURCES, ELECTRIC OR NON-ELECTRIC
154	-0.2526997331463147	HOUSES, GARAGES AND OTHER BUILDINGS
155	-0.27992145416860204	GENERATORS AND MOTORS
156	-0.2905114677413894	GYMNASTICS AND SPORTS APPARATUS AND EQUIPMENT
157	-0.3057154702510473	BUILDING MATERIALS
158	-0.35529619200239737	TORCHES, HAND LAMPS AND LANTERNS
159	-0.36785493601619673	TYPEWRITERS AND CALCULATING MACHINES
160	-0.3790149747879471	UNDERGARMENTS, LINGERIE, CORSETS, BRASSIÈRES, NIGHTWEAR
161	-0.38297117682312243	PROJECTORS AND VIEWERS
162	-0.40593058706391694	EQUIPMENT FOR THE RECORDING OR REPRODUCTION OF SOUNDS OR PICTURES
163	-0.4259677596283809	OTHER KITCHEN AND TABLE UTENSILS
164	-0.4466121137852166	MATTRESSES AND CUSHIONS
165	-0.4486779848064885	SIGNS, SIGNBOARDS AND ADVERTISING DEVICES
166	-0.4709884438274749	TOILET ARTICLES AND BEAUTY PARLOR EQUIPMENT
167	-0.5336436337683209	LIGHTERS
168	-0.5383643490780049	SEATS
169	-0.538709564883061	STORAGE CANS, DRUMS AND CASKS
170	-0.5540545144756513	AGRICULTURAL AND FORESTRY MACHINERY
171	-0.5890437845253051	TABLES AND SIMILAR FURNITURE
172	-0.5957510879893531	Holders, stands and supports for electronic equipment, not included in other classes
173	-0.6508161265881609	VENTILATION AND AIR-CONDITIONING EQUIPMENT
174	-0.6919502003251423	FLUID DISTRIBUTION EQUIPMENT
175	-0.7367924516707128	PUBLIC LIGHTING FIXTURES, OUTDOOR LIGHTING, STAGE LIGHTING
176	-0.7673241522781241	OTHER MEASURING INSTRUMENTS, APPARATUS AND DEVICES
177	-0.7798682394675555	WATCHES AND WRIST WATCHES
178	-0.80113215182531	MOTOR CARS, BUSES AND LORRIES
179	-0.8160836595495102	LAMPS, STANDARD LAMPS, CHANDELIERS, WALL AND CEILING FIXTURES, PHOTOGRAPHIC AND CINEMATOGRAPHIC PROJECTOR LAMPS
180	-0.8826381925901751	HEADWEAR
181	-0.9098082070306794	JEWELLERY
182	-1.0022348704386685	GAMES AND TOYS
183	-1.0305569961810266	SCREEN DISPLAYS AND ICONS
184	-1.0316741487473144	TEXTILE FABRICS
185	-1.0800608353085694	BLANKETS AND OTHER COVERING MATERIALS, HOUSEHOLD LINEN AND NAPERY
186	-1.0892567992055733	COOKING APPLIANCES, UTENSILS AND CONTAINERS
187	-1.1028754874050968	CASINGS, CASES, DIALS, HANDS AND ALL OTHER PARTS AND ACCESSORIES OF INSTRUMENTS FOR MEASURING, CHECKING AND SIGNALLING
188	-1.1567421913765907	TYRES AND ANTI-SKID CHAINS FOR VEHICLES
189	-1.1984975593218232	ARTIFICIAL OR NATURAL SHEET MATERIAL
190	-1.2032925211518397	CYCLES AND MOTORCYCLES
191	-1.2472478203344528	FOOTWEAR, SOCKS AND STOCKINGS
192	-1.2943824261796462	MISCELLANEOUS
193	-1.3695382069601885	MEDICAL INSTRUMENTS, INSTRUMENTS AND TOOLS FOR LABORATORY USE
194	-1.3722990254015683	TRINKETS, TABLE, MANTEL AND WALL ORNAMENTS, FLOWER VASES AND POTS
195	-1.4075462049239569	APPARATUS AND EQUIPMENT FOR DOCTORS, HOSPITALS AND LABORATORIES
196	-1.4382284161680994	OTHER TOOLS AND IMPLEMENTS
197	-1.571950638503741	EQUIPMENT FOR DISTRIBUTION OR CONTROL OF ELECTRIC POWER
198	-1.57993154659819	CHINA, GLASSWARE, DISHES AND OTHER ARTICLES OF A SIMILAR NATURE
199	-1.6732081084648311	TRUNKS, SUITCASES, BRIEFCASES, HANDBAGS, KEYHOLDERS, CASES SPECIALLY DESIGNED FOR THEIR CONTENTS, WALLETS AND SIMILAR ARTICLES
200	-1.7530119512429005	MATERIALS AND INSTRUMENTS FOR WRITING BY HAND, FOR DRAWING, FOR PAINTING, FOR SCULPTURE, FOR ENGRAVING AND FOR OTHER ARTISTIC TECHNIQUES
201	-2.202841112339976	BOTTLES, FLASKS, POTS, CARBOYS, DEMIJOHNS, AND PRESSURIZED CONTAINERS
202	-2.2883607194803197	BOXES, CASES, CONTAINERS, TIN CANS
203	-2.2970387297242696	OTHER PRINTED MATTER
204	-2.3112787590009303	INSTRUMENTS, APPARATUS AND DEVICES FOR CHECKING, SECURITY OR TESTING
205	-2.3139881962463007	TELECOMMUNICATIONS EQUIPMENT, WIRELESS REMOTE CONTROLS AND RADIO AMPLIFIERS
206	-2.4350802218626697	POWER TRANSFORMERS, RECTIFIERS, BATTERIES AND ACCUMULATORS
207	-4.649303369491266	DATA PROCESSING EQUIPMENT AS WELL AS PERIPHERAL APPARATUS AND DEVICES
208	-5.097925383343485	BAGS, SACHETS, TUBES AND CAPSULES
209	-5.776727807691463	GARMENTS
