institution;country;production;year
Universitas Patria Artha;Indonesia;351;2015
École Pratique des Hautes Études;France;1024;2015
Institute of Cancer Research;United Kingdom;759;2015
Universitas Negeri Surabaya;Indonesia;286;2015
Teikyo University;Japan;705;2015
Bridge University;South Sudan;625;2015
Nippon Medical School;Japan;784;2015
Université Toulouse - Jean Jaurès;France;1120;2015
Illinois College;United States;561;2015
University of Massachusetts Lowell;United States;854;2015
Sofia University "St. Kliment Ohridski";Bulgaria;653;2015
University of Augsburg;Germany;807;2015
Korea University of Science and Technology;South Korea;1336;2015
University of Nis;Serbia;1399;2015
University of Yamanashi;Japan;807;2015
University of Nairobi;Kenya;746;2015
Democritus University of Thrace;Greece;908;2015
Universidade Federal do Rio Grande;Brazil;1218;2015
Université Sorbonne Nouvelle;France;1120;2015
Université de Yaoundé I;Cameroon;841;2015
Universidade Federal Rural do Rio de Janeiro;Brazil;1094;2015
Université Paris Dauphine-PSL;France;1015;2015
Annamalai University;India;953;2015
Suez Canal University;Egypt;919;2015
Akita University;Japan;566;2015
Universitat de Miguel Hernández d'Elx;Spain;899;2015
The Graduate University for Advanced Studies, SOKENDAI;Japan;821;2015
University of Baltimore;United States;795;2015
University of Rijeka;Croatia;1010;2015
University of Mons;Belgium;759;2015
Jilin Medical University;China;1252;2015
FH Aachen;Germany;419;2015
Johnson University;United States;535;2015
Doshisha University;Japan;836;2015
Sunan Kalijaga State Islamic University Yogyakarta;Indonesia;416;2015
State University of Makassar;Indonesia;295;2015
National Chung Cheng University;Taiwan;656;2015
China Jiliang University;China;696;2015
Munich University of Applied Sciences;Germany;156;2015
Christ University;India;443;2015
V. N. Karazin Kharkiv National University;Ukraine;602;2015
Hamburg University of Technology;Germany;722;2015
Alexandru Ioan Cuza University;Romania;1137;2015
Menlo School;United States;422;2015
Lambung Mangkurat University;Indonesia;199;2015
Universidade Brasil;Brazil;624;2015
Witten/Herdecke University;Germany;733;2015
Hamamatsu University School of Medicine;Japan;526;2015
Albany State University;United States;514;2015
Technical University of Košice;Slovakia;1123;2015
AgroParisTech;France;1019;2015
Lviv University;Ukraine;409;2015
Riau University;Indonesia;331;2015
University of Algarve;Portugal;821;2015
CY Cergy Paris Université;France;812;2015
Wroclaw University of Economics and Business;Poland;987;2015
Magna Graecia University;Italy;633;2015
Universidad del Noreste;Mexico;738;2015
Urbana University;United States;404;2015
Tokyo Medical University;Japan;632;2015
Universidad Pablo de Olavide;Spain;836;2015
Brooklyn College;United States;338;2015
Fukushima Medical University;Japan;613;2015
Moscow Power Engineering Institute;Russia;438;2015
Universitas PGRI Semarang;Indonesia;307;2015
Shenyang University of Technology;China;493;2015
National Technical University of Ukraine “Igor Sikorsky Kyiv Polytechnic Institute”;Ukraine;566;2015
National Institute of Technology Tiruchirappalli;India;668;2015
École Nationale Supérieure des Mines de Paris;France;553;2015
Graphic Era University;India;170;2015
University of Sciences and Technology Houari Boumediene;Algeria;944;2015
University of Ilorin;Nigeria;519;2015
Polytechnic University of Bari;Italy;723;2015
Andhra University;India;652;2015
Roskilde University;Denmark;669;2015
Université Toulouse-I-Capitole;France;778;2015
The King's College;United States;308;2015
Pondicherry University;India;906;2015
Mulawarman University;Indonesia;373;2015
Saratov State University;Russia;640;2015
Graduate School USA;United States;1150;2015
Universität der Bundeswehr München;Germany;590;2015
Vilnius Gediminas Technical University;Lithuania;660;2015
Chinese University of Hong Kong, Shenzhen;China;337;2015
Institute of Chemical Technology;India;575;2015
Shibaura Institute of Technology;Japan;519;2015
Yuan Ze University;Taiwan;587;2015
Government College University, Faisalabad;Pakistan;352;2015
Jacksonville College;United States;510;2015
Universitas Islam Negeri Sumatera Utara;Indonesia;84;2015
Courant Institute of Mathematical Sciences;United States;425;2015
University of Lahore;Pakistan;213;2015
Indian Association for the Cultivation of Science;India;452;2015
UCL Australia;Australia;461;2015
Indian Institute of Technology Hyderabad;India;621;2015
Vienna University of Economics and Business;Austria;618;2015
University of Évora;Portugal;705;2015
Tarumanagara University;Indonesia;79;2015
National Yunlin University of Science and Technology;Taiwan;480;2015
Nnamdi Azikiwe University;Nigeria;624;2015
Universidade Federal do Tocantins;Brazil;847;2015
University of Lincoln;United Kingdom;643;2015
King George's Medical University;India;679;2015
St. Marianna University School of Medicine;Japan;469;2015
Université Paul-Valéry Montpellier;France;613;2015
Sathyabama Institute of Science and Technology;India;752;2015
University of Port Harcourt;Nigeria;498;2015
Universidade Estadual de Feira de Santana;Brazil;522;2015
Saints Cyril and Methodius University of Skopje;North Macedonia;766;2015
Symbiosis International University;India;412;2015
University of Zielona Góra;Poland;798;2015
Berkeley College;United States;586;2015
Moscow Aviation Institute;Russia;254;2015
Liaoning Normal University;China;520;2015
Karlsruhe University of Education;Germany;295;2015
University of Žilina;Slovakia;823;2015
École Normale Supérieure Paris-Saclay;France;678;2015
Iranshahr University;Iran;581;2015
Zhejiang University of Science and Technology;China;340;2015
Bharathidasan University;India;516;2015
Colegio de Postgraduados;Mexico;497;2015
South Ural State University;Russia;469;2015
Tanjungpura University;Indonesia;309;2015
University of Economics in Katowice;Poland;1213;2015
All India Institute of Medical Sciences Bhopal;India;338;2015
Institute of Engineering;Nepal;543;2015
Muğla University;Türkiye;687;2015
Goldsmiths University of London;United Kingdom;527;2015
Central University of Rajasthan;India;861;2015
All India Institute of Medical Sciences Raipur;India;308;2015
Università della Svizzera italiana;Switzerland;587;2015
Université de Toulon;France;570;2015
Financial University;Russia;217;2015
Siksha O Anusandhan University;India;475;2015
Bucharest University of Economic Studies;Romania;917;2015
Afyon Kocatepe University;Türkiye;662;2015
Universitas Halu Oleo;Indonesia;263;2015
Heidelberg University;United States;261;2015
Universidade Luterana do Brasil;Brazil;903;2015
Tamil Nadu Agricultural University;India;321;2015
Montanuniversität Leoben;Austria;514;2015
Palo Alto University;United States;495;2015
San Raffaele University of Rome;Italy;534;2015
University of Calabar;Nigeria;508;2015
East China Jiaotong University;China;445;2015
Institute for Theoretical and Experimental Physics;Russia;580;2015
Moscow State Institute of International Relations;Russia;641;2015
Near East University;Cyprus;256;2015
University of Pembangunan Nasional Veteran Jawa Timur;Indonesia;53;2015
École Normale Supérieure;Burundi;465;2015
Oklahoma State University Oklahoma City;United States;421;2015
Capital University;United States;324;2015
Mercu Buana University;Indonesia;165;2015
Poznań University of Economics and Business;Poland;771;2015
Universidade Católica Portuguesa;Portugal;589;2015
Bharati Vidyapeeth Deemed University;India;398;2015
University of Hagen;Germany;357;2015
Utsunomiya University;Japan;376;2015
Universitas Pendidikan Ganesha;Indonesia;151;2015
California State University Los Angeles;United States;300;2015
University of Benin;Nigeria;536;2015
University of America;United States;322;2015
Université Ibn-Tofail;Morocco;333;2015
Université Bourgogne Franche-Comté;France;236;2015
Arts et Métiers;France;538;2015
University of the Philippines Diliman;Philippines;776;2015
University of Bamberg;Germany;500;2015
Université Jean Monnet;France;502;2015
University of Białystok;Poland;571;2015
Université Rennes 2;France;657;2015
Sardar Vallabhbhai National Institute of Technology Surat;India;513;2015
Sohag University;Egypt;467;2015
Universidad de Los Andes;Bolivia;563;2015
Clark University;United States;403;2015
Politeknik Kesehatan Kemenkes Semarang;Indonesia;214;2015
Izmir Kâtip Çelebi University;Türkiye;580;2015
Ankara Sosyal Bilimler Üniversitesi;Türkiye;384;2015
Temple College;United States;355;2015
Dr. Hari Singh Gour University;India;368;2015
University of Shizuoka;Japan;331;2015
Folkwang University of the Arts;Germany;485;2015
University of Craiova;Romania;544;2015
Université de Haute-Alsace;France;485;2015
Tbilisi State University;Georgia;571;2015
University of Sargodha;Pakistan;379;2015
College of Law;Latvia;582;2015
University of Pavol Jozef Šafárik;Slovakia;470;2015
Zunyi Medical University;China;241;2015
Samara National Research University;Russia;542;2015
Jamia Hamdard;India;440;2015
Sunan Gunung Djati State Islamic University Bandung;Indonesia;170;2015
Universitas Muhammadiyah Jember;Indonesia;99;2015
Universitas Muhammadiyah Malang;Indonesia;110;2015
University of Babylon;Iraq;254;2015
Université d'Artois;France;399;2015
University of New Hampshire at Manchester;United States;522;2015
Aerospace Information Research Institute;China;2;2015
New Mexico Institute of Mining and Technology;United States;292;2015
University of Indianapolis;United States;543;2015
Universitas Islam Negeri Raden Intan Lampung;Indonesia;359;2015
Birla Institute of Technology, Mesra;India;510;2015
Xi'an Shiyou University;China;342;2015
Ho Chi Minh City University of Technology;Vietnam;440;2015
Supélec;France;330;2015
Institute of Science and Technology;Nepal;362;2015
Universitas Nusa Bangsa;Indonesia;195;2015
Jiangxi Agricultural University;China;375;2015
Bangladesh Agricultural University;Bangladesh;559;2015
Shandong University of Traditional Chinese Medicine;China;288;2015
Université d'Abomey-Calavi;Benin;433;2015
Universitas Pamulang;Indonesia;17;2015
Universidade de Caxias do Sul;Brazil;766;2015
Institut Agro Montpellier;France;486;2015
Punjabi University;India;529;2015
International University of Health and Welfare;Japan;338;2015
Chimie ParisTech;France;333;2015
Marshall University;United States;421;2015
Gembloux Agro-Bio Tech;Belgium;261;2015
Vel Tech Rangarajan Dr. Sagunthala R&D Institute of Science and Technology;India;210;2015
International Islamic University, Islamabad;Pakistan;385;2015
Ochanomizu University;Japan;312;2015
University of Puerto Rico-Mayaguez;Puerto Rico;409;2015
Tianjin University of Traditional Chinese Medicine;China;485;2015
District University of Bogotá;Colombia;791;2015
Universidade Federal da Grande Dourados;Brazil;666;2015
Fayoum University;Egypt;381;2015
Royal Military College of Canada;Canada;330;2015
Bohai University;China;645;2015
State University of Norte Fluminense;Brazil;566;2015
University of Kashmir;India;494;2015
University of Science and Technology;Yemen;403;2015
Pedagogical University;Mozambique;287;2015
Badji Mokhtar-Annaba University;Algeria;582;2015
University of Cape Coast;Ghana;375;2015
Université Paris-Panthéon-Assas;France;581;2015
National Taipei University;Taiwan;582;2015
Moscow State University of Civil Engineering;Russia;237;2015
University of Piraeus;Greece;471;2015
Maulana Azad Medical College;India;479;2015
University Frères Mentouri Constantine 1;Algeria;554;2015
Taiyuan University of Science and Technology;China;326;2015
Wilmington University;United States;212;2015
Universidade do Estado de Mato Grosso;Brazil;619;2015
University of Koblenz and Landau;Germany;490;2015
University of Arkansas at Little Rock;United States;345;2015
University Town of Shenzhen;China;562;2015
Universidade Estadual do Centro-Oeste;Brazil;564;2015
University of Cartagena;Colombia;775;2015
Universidade do Estado do Pará;Brazil;309;2015
École Centrale de Lille;France;320;2015
Yan'an University;China;244;2015
Chiba Institute of Technology;Japan;363;2015
Jakarta State Polytechnic;Indonesia;208;2015
University of Montenegro;Montenegro;494;2015
Universidade Paulista;Brazil;545;2015
Datta Meghe Institute of Medical Sciences;India;111;2015
New School;United States;332;2015
Baruch College;United States;347;2015
Universidade Estadual de Goiás;Brazil;775;2015
Hunan University of Technology;China;254;2015
Don State Technical University;Russia;174;2015
Universitas Muhammadiyah Sidoarjo;Indonesia;75;2015
King's College School;United Kingdom;175;2015
Bayero University Kano;Nigeria;376;2015
Heilongjiang Institute of Technology;China;341;2015
University of Zambia;Zambia;303;2015
University of Pannonia;Hungary;421;2015
Université de Dschang;Cameroon;305;2015
Rotterdam University of Applied Sciences;The Netherlands;173;2015
Islamic Azad University South Tehran Branch;Iran;541;2015
ParisTech;France;854;2015
Indraprasta Pgri University;Indonesia;286;2015
Hsin Sheng College of Medical Care and Management;Taiwan;52;2015
University of Sannio;Italy;442;2015
Technical University of Crete;Greece;446;2015
West University of Timişoara;Romania;521;2015
Mohamed I University;Morocco;356;2015
Saint Petersburg State Electrotechnical University;Russia;406;2015
Seton Hall University;United States;362;2015
Zhaotong University;China;130;2015
Satya Wacana Christian University;Indonesia;212;2015
Southern Illinois University Edwardsville;United States;336;2015
University of Singaperbangsa Karawang;Indonesia;20;2015
Sam Houston State University;United States;423;2015
Christian Medical College;India;409;2015
University of Limpopo;South Africa;421;2015
Universitas Nahdlatul Ulama Indonesia;Indonesia;44;2015
Université Lille Nord de France;France;719;2015
Hadassah Academic College;Israel;116;2015
Universidade Federal dos Vales do Jequitinhonha e Mucuri;Brazil;498;2015
Universidade Federal de Rondônia;Brazil;369;2015
Universitas Muslim Indonesia;Indonesia;65;2015
Universidad de Ciencias Médicas de la Habana;Cuba;690;2015
Université Ibn Zohr;Morocco;259;2015
IAIN Palangka Raya;Indonesia;366;2015
Muroran Institute of Technology;Japan;297;2015
Universidade Federal de Alfenas;Brazil;546;2015
University of Guayaquil;Ecuador;210;2015
Institut Agama Islam Negeri Manado;Indonesia;526;2015
University of Miskolc;Hungary;331;2015
Universidad César Vallejo;Peru;257;2015
Institut Supérieur de l'Électronique et du Numérique;France;449;2015
Paris School of Economics;France;553;2015
École nationale des ponts et chaussées;France;391;2015
El Colegio de México;Mexico;387;2015
Harbin University;China;601;2015
Louisiana Tech University;United States;337;2015
Changchun University of Technology;China;355;2015
National Institute of Technology Kurukshetra;India;481;2015
PSG INSTITUTE OF TECHNOLOGY AND APPLIED RESEARCH;India;296;2015
École Nationale Supérieure de Chimie de Montpellier;France;394;2015
Hangzhou Medical College;China;60;2015
Westfälische Hochschule;Germany;65;2015
Universidad Central "Marta Abreu" de las Villas (UCLV);Cuba;579;2015
Chaudhary Charan Singh Haryana Agricultural University;India;176;2015
Institut Agro Rennes-Angers;France;576;2015
Université Félix Houphouët-Boigny;Ivory Coast;374;2015
Pace University;United States;405;2015
Institut National des Sciences Appliquées de Toulouse;France;278;2015
Diego Portales University;Chile;645;2015
National University of Comahue;Argentina;446;2015
Paris-Est Sup;France;554;2015
Buffalo State University;United States;302;2015
Visva-Bharati University;India;450;2015
Izmir University;Türkiye;222;2015
Bangabandhu Sheikh Mujib Medical University;Bangladesh;349;2015
Jönköping University;Sweden;407;2015
Hong Kong Metropolitan University;Hong Kong;345;2015
Dalian Jiaotong University;China;393;2015
Universidade do Oeste de Santa Catarina;Brazil;815;2015
Xi’an University;China;306;2015
Universidad de Ciencias Medicas;Costa Rica;606;2015
University of Management and Technology;Pakistan;117;2015
Alagappa University;India;312;2015
First Pavlov State Medical University of St. Petersburg;Russia;309;2015
Helmut Schmidt University;Germany;409;2015
College of New Jersey;United States;341;2015
Mines Saint-Étienne;France;327;2015
Texas A&M Health Science Center;United States;525;2015
Universitas Muhammadiyah Kupang;Indonesia;48;2015
Medway School of Pharmacy;United Kingdom;84;2015
Forest Institute;United States;121;2015
Lake Erie College of Osteopathic Medicine;United States;86;2015
Luohe Medical College;China;113;2015
Keio University Shonan Fujisawa;Japan;78;2015
Dr D Y Patil Dental College & Hospital;India;120;2015
Escola Superior de Propaganda e Marketing;Brazil;148;2015
Isra University;Jordan;63;2015
South-West State University;Russia;115;2015
Togliatti State University;Russia;72;2015
Liverpool College;United Kingdom;12;2015
Noorul Islam University;India;138;2015
Clarendon College;United States;33;2015
Sakarya Uygulamalı Bilimler Üniversitesi;Türkiye;2;2015
Universidade Presidente Antônio Carlos;Brazil;73;2015
Ivano-Frankivsk National Technical University of Oil and Gas;Ukraine;50;2015
Kursk State Medical University;Russia;60;2015
SKEMA Business School;France;131;2015
Muhammad Nawaz Shareef University of Agriculture;Pakistan;22;2015
Harcourt Butler Technical University;India;42;2015
Centre de recherche interdisciplinaire sur les modèles esthétiques et littéraires;France;132;2015
Tumkur University;India;183;2015
Hiroshima International University;Japan;116;2015
University of French Guiana;French Guiana;98;2015
Institut Teknologi Adhi Tama Surabaya;Indonesia;22;2015
Musamus Merauke University;Indonesia;53;2015
Moscow Architectural Institute;Russia;56;2015
Center for Excellence in Education;United States;94;2015
École Supérieure de Commerce de Toulouse;France;124;2015
Brooklyn Law School;United States;134;2015
North Maharashtra University;India;168;2015
Fachhochschule Kiel;Germany;102;2015
Namibia University of Science and Technology;Namibia;83;2015
Rajiv Gandhi Technical University;India;135;2015
Universidade de Cuiabá;Brazil;218;2015
Central University of Haryana;India;28;2015
New York State School of Industrial and Labor Relations;United States;22;2015
Tashkent University of Information Technology;Uzbekistan;26;2015
Kuban State Technological University;Russia;53;2015
Andrzej Frycz Modrzewski Krakow University;Poland;146;2015
Université Abdou Moumouni;Niger;89;2015
Universidade Municipal de São Caetano do Sul;Brazil;121;2015
Al-Neelain University;Sudan;152;2015
Universidade Federal do Sul da Bahia;Brazil;81;2015
Universitas 45 Surabaya;Indonesia;163;2015
Princeton Theological Seminary;United States;80;2015
Tishk International University;Iraq;29;2015
HAN University of Applied Sciences;The Netherlands;141;2015
Universidad Técnica Estatal de Quevedo;Ecuador;85;2015
Université catholique de l'ouest;France;89;2015
The University of Texas of the Permian Basin;United States;56;2015
Universitas Internasional Semen Indonesia;Indonesia;43;2015
Institute of Business Management;Pakistan;82;2015
Andalusian School of Public Health;Spain;100;2015
Offenburg University of Applied Sciences;Germany;132;2015
National Institute of Technology;Indonesia;186;2015
Universitas Sulawesi Barat;Indonesia;8;2015
Letterkenny Institute of Technology;Ireland;18;2015
University Memory and Aging Center;United States;119;2015
Baden-Wuerttemberg Cooperative State University;Germany;163;2015
Sindh Agriculture University;Pakistan;138;2015
Kyoto College of Graduate Studies for Informatics;Japan;114;2015
Universities of Giessen and Marburg Lung Center;Germany;135;2015
St. Catherine University;United States;67;2015
Hunan Police Academy;China;59;2015
Nazi Boni University;Burkina Faso;80;2015
Hangzhou Vocational and Technical College;China;30;2015
Millersville University;United States;86;2015
Islamic Azad University, Marvdasht;Iran;120;2015
IMT Mines Alès;France;126;2015
Russian State Agrarian University - Moscow Timiryazev Agricultural Academy;Russia;39;2015
Saint Petersburg State University of Architecture and Civil Engineering;Russia;97;2015
Thiruvalluvar University;India;93;2015
Universitas Borneo Tarakan;Indonesia;28;2015
Imam Hossein University;Iran;123;2015
Kampala International University;Uganda;32;2015
State Marine Technical University of St. Petersburg;Russia;43;2015
Universidad de Guantánamo;Cuba;173;2015
Hunan University of Finance and Economics;China;88;2015
Mackay Junior College of Medicine, Nursing and Management;Taiwan;143;2015
Technological Institute of Celaya;Mexico;69;2015
Yunnan University of Traditional Chinese Medicine;China;88;2015
Juraj Dobrila University of Pula;Croatia;104;2015
Emmanuel College - Massachusetts;United States;76;2015
Krishi Vigyan Kendra, Ghatkhed Amravati;India;79;2015
Rajasthan Technical University;India;110;2015
Hanover College;United States;83;2015
Institute of Dermatology;Thailand;60;2015
J.C. Bose University of Science & Technology, YMCA;India;133;2015
B. J. Medical College & Sassoon Hospital;India;102;2015
Universitas Muhammadiyah Kendari;Indonesia;46;2015
International Management Institute;India;91;2015
Ohio Northern University;United States;110;2015
Tarleton State University;United States;107;2015
Seattle Pacific University;United States;110;2015
Drew University;United States;73;2015
National Pingtung University;Taiwan;100;2015
Winston-Salem State University;United States;99;2015
University of Shimane;Japan;84;2015
Universidad Estatal de Milagro;Ecuador;122;2015
Kuzbass State Technical University;Russia;81;2015
K S Hegde Medical Academy;India;120;2015
Hajee Mohammad Danesh Science and Technology University;Bangladesh;68;2015
Guarulhos University;Brazil;117;2015
Institute of Medical Sciences and Sum Hospital;India;73;2015
École Nationale des Greffes;France;55;2015
University of Science and Technology of Benin;Benin;113;2015
Ufuk University;Türkiye;143;2015
University of Redlands;United States;87;2015
Shaheed Suhrawardy Medical College;Bangladesh;86;2015
University of Kang Ning;Taiwan;33;2015
Urmia University of Technology;Iran;108;2015
Universidade Fundação Mineira de Educação e Cultura;Brazil;160;2015
Indian Institute of Technology Jammu;India;4;2015
Jining University;China;104;2015
Government Medical College;India;105;2015
University of El Salvador;El Salvador;76;2015
École Nationale Supérieure de Chimie de Rennes;France;85;2015
Dhanalakshmi Srinivasan Group of Institutions;India;142;2015
Xi'an International Studies University;China;52;2015
Northeast Catholic College;United States;33;2015
Universiti Teknologi Brunei;Brunei;130;2015
Eastern Liaoning University;China;111;2015
Ukrainian State University of Chemical Technology;Ukraine;58;2015
Kasturba Medical College, Mangalore;India;97;2015
Universitas Bosowa;Indonesia;20;2015
Centro Universitário UNINOVAFAPI;Brazil;117;2015
Tân Tạo University;Vietnam;62;2015
Soegijapranata Catholic University;Indonesia;71;2015
College of Tourism;Bulgaria;282;2015
Voronezh State Medical Academy named after N.N. Burdenko;Russia;52;2015
Cihan University-Erbil;Iraq;21;2015
Amur State University;Russia;54;2015
Dr. Bhim Rao Ambedkar University;India;73;2015
Instituto Federal de Educação, Ciência e Tecnologia Baiano;Brazil;81;2015
People’s University;India;133;2015
Islamic Azad University Ardabil;Iran;144;2015
Adam Smith Institute;United Kingdom;126;2015
Universidade Salgado de Oliveira;Brazil;136;2015
Universidade José do Rosário Vellano;Brazil;115;2015
Indira Gandhi Delhi Technical University for Women;India;70;2015
Odessa National Maritime University;Ukraine;44;2015
Shippensburg University;United States;93;2015
Medizinische Hochschule Brandenburg Theodor Fontane;Germany;27;2015
Henan Forestry Vocational College;China;126;2015
University of the Sacred Heart;Japan;125;2015
Insper;Brazil;82;2015
University of Zakho;Iraq;70;2015
Indiana University Indianapolis;United States;117;2015
Real Academia Española;Spain;75;2015
National Institute for Mathematical Sciences;South Korea;111;2015
Dalian Naval Academy;China;126;2015
European University of Rome;Italy;97;2015
R.V. College of Engineering;India;113;2015
Universitas Indo Global Mandiri;Indonesia;21;2015
Douglas College;Canada;61;2015
Universidad UTE;Ecuador;76;2015
Faculdades Oswaldo Cruz;Brazil;114;2015
Beijing City University;China;48;2015
Escola Superior de Saúde Egas Moniz;Portugal;110;2015
Azerbaijan Medical University;Azerbaijan;64;2015
Alsalam University College;Iraq;10;2015
Pasadena City College;United States;107;2015
Solapur University;India;118;2015
Alliance University;India;43;2015
National Institute of Technical Teachers Training and Research;India;118;2015
Université de Saida Dr.Moulay Tahar;Algeria;140;2015
Ziane Achour University of Djelfa;Algeria;76;2015
Central Institute of Fisheries Education;India;83;2015
Sichuan University of Arts and Science;China;123;2015
Kutztown University;United States;106;2015
Mirpur University of Science and Technology;Pakistan;54;2015
Ravenshaw University;India;84;2015
Universitas Muhammadiyah Parepare;Indonesia;40;2015
Liberal Arts University;Russia;80;2015
Jiangxi University of Technology;China;202;2015
Baotou Teachers College;China;103;2015
Islamic Azad University Pharmaceutical Sciences Branch;Iran;172;2015
Nasarawa State University;Nigeria;57;2015
Indian Institute of Management Indore;India;144;2015
Lawrence University;United States;79;2015
Nutrition Metabolism Aquaculture;France;64;2015
Udmurt State University;Russia;76;2015
Institute of Biological, Environmental and Rural Sciences;United Kingdom;126;2015
Shenyang Medical College;China;57;2015
National University of Jujuy;Argentina;112;2015
Texas A&M University School of Law;United States;119;2015
Turgut Özal University;Türkiye;247;2015
Universitas Widya Gama Malang;Indonesia;48;2015
Delta University for Science and Technology;Egypt;28;2015
Guangzhou Design Institute;China;136;2015
Institutt for Eksperimentell Medisinsk Forskning;Norway;59;2015
University of Vechta;Germany;109;2015
Universidad de Cuautitlán Izcalli;Mexico;78;2015
University of Suffolk;United Kingdom;60;2015
Universitas Islam Nusantara;Indonesia;17;2015
Moscow Automobile and Road Construction State Technical University;Russia;61;2015
Tajen University;Taiwan;146;2015
Petroleum & Gas University of Ploieşti;Romania;156;2015
Universidade Iguaçu;Brazil;45;2015
Orel State University named after I.S. Turgenev;Russia;30;2015
Rabindranath Tagore Medical College;India;84;2015
Islamic Azad University of Hamedan;Iran;190;2015
New York State College of Agriculture & Life Sciences;United States;47;2015
Center for Economic Research and Graduate Education – Economics Institute;Czechia;120;2015
Oranim Academic College of Education;Israel;76;2015
Azerbaijan State University of Economics;Azerbaijan;13;2015
University of Fort Lauderdale;United States;88;2015
Dnipro University of Technology;Ukraine;35;2015
Vinnytsia National Technical University;Ukraine;78;2015
National Institute for Biotechnology and Genetic Engineering;Pakistan;91;2015
Escola Superior de Ciências da Saúde;Brazil;81;2015
Catholic University of Colombia;Colombia;152;2015
Sacred Heart University;United States;97;2015
Sri Eshwar College of Engineering;India;8;2015
National University of Kyiv Mohyla Academy;Ukraine;74;2015
Ardahan University;Türkiye;78;2015
Bundelkhand University;India;96;2015
University of the Incarnate Word;United States;84;2015
Springfield College;United States;67;2015
Pacific Lutheran University;United States;91;2015
Siena College;United States;101;2015
Institut Teknologi Nasional Malang;Indonesia;75;2015
University of Bacău;Romania;135;2015
Tarsus University;Türkiye;46;2015
Pan-Atlantic University;Nigeria;32;2015
University of Muhammadiyah Mataram;Indonesia;27;2015
Frederick University;Cyprus;107;2015
Bowen University;Nigeria;75;2015
Walsh University;United States;111;2015
Dhofar University;Oman;82;2015
Universidad de Las Tunas;Cuba;152;2015
Institute of Rural Management Anand;India;112;2015
Titu Maiorescu University;Romania;125;2015
École Nationale des Chartes;France;82;2015
Peruvian Union University;Peru;259;2015
Olusegun Agagu University of Science and Technology;Nigeria;24;2015
UMIT - Private Universität für Gesundheitswissenschaften, Medizinische Informatik und Technik;Austria;89;2015
École Normale Supérieure d'Abidjan;Ivory Coast;59;2015
Lincoln University College;Malaysia;14;2015
Universitas Wijayakusuma Purwokerto;Indonesia;46;2015
Indian Institute of Management Visakhapatnam;India;90;2015
Virginia State University;United States;96;2015
Universitas PGRI Yogyakarta;Indonesia;19;2015
Universidad Tecnológica Indoamérica;Ecuador;32;2015
Veszprémi Érseki Hittudományi Fõiskola;Hungary;16;2015
Hokkaido Pharmaceutical University;Japan;58;2015
Osaka Health Science University;Japan;63;2015
