institution;country;production;year
Universidade Federal do Rio Grande;Brazil;918;2014
Université Sorbonne Nouvelle;France;1022;2014
Université de Yaoundé I;Cameroon;830;2014
Universidade Federal Rural do Rio de Janeiro;Brazil;1132;2014
Université Paris Dauphine-PSL;France;1155;2014
Annamalai University;India;1230;2014
Suez Canal University;Egypt;814;2014
Akita University;Japan;555;2014
Universitat de Miguel Hernández d'Elx;Spain;895;2014
The Graduate University for Advanced Studies, SOKENDAI;Japan;1477;2014
University of Baltimore;United States;778;2014
University of Rijeka;Croatia;920;2014
University of Mons;Belgium;741;2014
Jilin Medical University;China;1630;2014
FH Aachen;Germany;315;2014
Johnson University;United States;530;2014
Doshisha University;Japan;833;2014
Sunan Kalijaga State Islamic University Yogyakarta;Indonesia;293;2014
State University of Makassar;Indonesia;147;2014
National Chung Cheng University;Taiwan;811;2014
China Jiliang University;China;725;2014
Munich University of Applied Sciences;Germany;207;2014
Christ University;India;318;2014
V. N. Karazin Kharkiv National University;Ukraine;581;2014
Hamburg University of Technology;Germany;746;2014
Alexandru Ioan Cuza University;Romania;1038;2014
Menlo School;United States;420;2014
Lambung Mangkurat University;Indonesia;150;2014
Universidade Brasil;Brazil;702;2014
Witten/Herdecke University;Germany;715;2014
Hamamatsu University School of Medicine;Japan;461;2014
Albany State University;United States;422;2014
Technical University of Košice;Slovakia;1291;2014
AgroParisTech;France;991;2014
Lviv University;Ukraine;473;2014
Riau University;Indonesia;198;2014
University of Algarve;Portugal;805;2014
CY Cergy Paris Université;France;688;2014
Wroclaw University of Economics and Business;Poland;1121;2014
Magna Graecia University;Italy;611;2014
Universidad del Noreste;Mexico;996;2014
Urbana University;United States;396;2014
Tokyo Medical University;Japan;680;2014
Universidad Pablo de Olavide;Spain;863;2014
Brooklyn College;United States;340;2014
Fukushima Medical University;Japan;559;2014
Moscow Power Engineering Institute;Russia;399;2014
Universitas PGRI Semarang;Indonesia;164;2014
Shenyang University of Technology;China;565;2014
National Technical University of Ukraine “Igor Sikorsky Kyiv Polytechnic Institute”;Ukraine;510;2014
National Institute of Technology Tiruchirappalli;India;630;2014
École Nationale Supérieure des Mines de Paris;France;633;2014
Graphic Era University;India;200;2014
University of Sciences and Technology Houari Boumediene;Algeria;786;2014
University of Ilorin;Nigeria;534;2014
Polytechnic University of Bari;Italy;567;2014
Andhra University;India;587;2014
Roskilde University;Denmark;649;2014
Université Toulouse-I-Capitole;France;752;2014
The King's College;United States;302;2014
Pondicherry University;India;885;2014
Mulawarman University;Indonesia;195;2014
Saratov State University;Russia;541;2014
Graduate School USA;United States;951;2014
Universität der Bundeswehr München;Germany;572;2014
Vilnius Gediminas Technical University;Lithuania;837;2014
Chinese University of Hong Kong, Shenzhen;China;300;2014
Institute of Chemical Technology;India;742;2014
Shibaura Institute of Technology;Japan;539;2014
Yuan Ze University;Taiwan;657;2014
Government College University, Faisalabad;Pakistan;282;2014
Jacksonville College;United States;524;2014
Universitas Islam Negeri Sumatera Utara;Indonesia;38;2014
Courant Institute of Mathematical Sciences;United States;362;2014
University of Lahore;Pakistan;137;2014
Indian Association for the Cultivation of Science;India;499;2014
UCL Australia;Australia;629;2014
Indian Institute of Technology Hyderabad;India;518;2014
Vienna University of Economics and Business;Austria;589;2014
University of Évora;Portugal;647;2014
Tarumanagara University;Indonesia;83;2014
National Yunlin University of Science and Technology;Taiwan;469;2014
Nnamdi Azikiwe University;Nigeria;527;2014
Universidade Federal do Tocantins;Brazil;582;2014
University of Lincoln;United Kingdom;688;2014
King George's Medical University;India;628;2014
St. Marianna University School of Medicine;Japan;402;2014
Université Paul-Valéry Montpellier;France;500;2014
Sathyabama Institute of Science and Technology;India;546;2014
University of Port Harcourt;Nigeria;463;2014
Universidade Estadual de Feira de Santana;Brazil;533;2014
Saints Cyril and Methodius University of Skopje;North Macedonia;663;2014
Symbiosis International University;India;431;2014
University of Zielona Góra;Poland;707;2014
Berkeley College;United States;524;2014
Moscow Aviation Institute;Russia;181;2014
Liaoning Normal University;China;618;2014
Karlsruhe University of Education;Germany;350;2014
University of Žilina;Slovakia;830;2014
École Normale Supérieure Paris-Saclay;France;794;2014
Iranshahr University;Iran;359;2014
Zhejiang University of Science and Technology;China;309;2014
Bharathidasan University;India;550;2014
Colegio de Postgraduados;Mexico;464;2014
South Ural State University;Russia;255;2014
Tanjungpura University;Indonesia;274;2014
University of Economics in Katowice;Poland;923;2014
All India Institute of Medical Sciences Bhopal;India;264;2014
Institute of Engineering;Nepal;699;2014
Muğla University;Türkiye;512;2014
Goldsmiths University of London;United Kingdom;580;2014
Central University of Rajasthan;India;107;2014
All India Institute of Medical Sciences Raipur;India;256;2014
Università della Svizzera italiana;Switzerland;521;2014
Université de Toulon;France;579;2014
Financial University;Russia;188;2014
Siksha O Anusandhan University;India;405;2014
Bucharest University of Economic Studies;Romania;755;2014
Afyon Kocatepe University;Türkiye;529;2014
Universitas Halu Oleo;Indonesia;99;2014
Heidelberg University;United States;288;2014
Universidade Luterana do Brasil;Brazil;671;2014
Tamil Nadu Agricultural University;India;300;2014
Montanuniversität Leoben;Austria;521;2014
Palo Alto University;United States;454;2014
San Raffaele University of Rome;Italy;661;2014
University of Calabar;Nigeria;517;2014
East China Jiaotong University;China;544;2014
Institute for Theoretical and Experimental Physics;Russia;567;2014
Moscow State Institute of International Relations;Russia;504;2014
Near East University;Cyprus;200;2014
University of Pembangunan Nasional Veteran Jawa Timur;Indonesia;42;2014
École Normale Supérieure;Burundi;495;2014
Oklahoma State University Oklahoma City;United States;418;2014
Capital University;United States;422;2014
Mercu Buana University;Indonesia;75;2014
Poznań University of Economics and Business;Poland;796;2014
Universidade Católica Portuguesa;Portugal;517;2014
Bharati Vidyapeeth Deemed University;India;341;2014
University of Hagen;Germany;381;2014
Utsunomiya University;Japan;391;2014
Universitas Pendidikan Ganesha;Indonesia;104;2014
California State University Los Angeles;United States;282;2014
University of Benin;Nigeria;452;2014
University of America;United States;294;2014
Université Ibn-Tofail;Morocco;340;2014
Université Bourgogne Franche-Comté;France;62;2014
Arts et Métiers;France;491;2014
University of the Philippines Diliman;Philippines;413;2014
University of Bamberg;Germany;519;2014
Université Jean Monnet;France;495;2014
University of Białystok;Poland;637;2014
Université Rennes 2;France;542;2014
Sardar Vallabhbhai National Institute of Technology Surat;India;463;2014
Sohag University;Egypt;365;2014
Universidad de Los Andes;Bolivia;568;2014
Clark University;United States;335;2014
Politeknik Kesehatan Kemenkes Semarang;Indonesia;127;2014
Izmir Kâtip Çelebi University;Türkiye;482;2014
Ankara Sosyal Bilimler Üniversitesi;Türkiye;244;2014
Temple College;United States;307;2014
Dr. Hari Singh Gour University;India;319;2014
University of Shizuoka;Japan;375;2014
Folkwang University of the Arts;Germany;454;2014
University of Craiova;Romania;609;2014
Université de Haute-Alsace;France;494;2014
Tbilisi State University;Georgia;504;2014
University of Sargodha;Pakistan;322;2014
College of Law;Latvia;569;2014
University of Pavol Jozef Šafárik;Slovakia;482;2014
Zunyi Medical University;China;268;2014
Samara National Research University;Russia;326;2014
Jamia Hamdard;India;454;2014
Sunan Gunung Djati State Islamic University Bandung;Indonesia;113;2014
Universitas Muhammadiyah Jember;Indonesia;49;2014
Universitas Muhammadiyah Malang;Indonesia;119;2014
University of Babylon;Iraq;201;2014
Université d'Artois;France;359;2014
University of New Hampshire at Manchester;United States;445;2014
Aerospace Information Research Institute;China;2;2014
New Mexico Institute of Mining and Technology;United States;329;2014
University of Indianapolis;United States;442;2014
Universitas Islam Negeri Raden Intan Lampung;Indonesia;192;2014
Birla Institute of Technology, Mesra;India;524;2014
Xi'an Shiyou University;China;387;2014
Ho Chi Minh City University of Technology;Vietnam;361;2014
Supélec;France;909;2014
Institute of Science and Technology;Nepal;367;2014
Universitas Nusa Bangsa;Indonesia;178;2014
Jiangxi Agricultural University;China;483;2014
Bangladesh Agricultural University;Bangladesh;498;2014
Shandong University of Traditional Chinese Medicine;China;384;2014
Université d'Abomey-Calavi;Benin;371;2014
Universitas Pamulang;Indonesia;5;2014
Universidade de Caxias do Sul;Brazil;600;2014
Institut Agro Montpellier;France;483;2014
Punjabi University;India;485;2014
International University of Health and Welfare;Japan;286;2014
Chimie ParisTech;France;347;2014
Marshall University;United States;432;2014
Gembloux Agro-Bio Tech;Belgium;295;2014
Vel Tech Rangarajan Dr. Sagunthala R&D Institute of Science and Technology;India;274;2014
International Islamic University, Islamabad;Pakistan;302;2014
Ochanomizu University;Japan;352;2014
University of Puerto Rico-Mayaguez;Puerto Rico;359;2014
Tianjin University of Traditional Chinese Medicine;China;458;2014
District University of Bogotá;Colombia;672;2014
Universidade Federal da Grande Dourados;Brazil;571;2014
Fayoum University;Egypt;340;2014
Royal Military College of Canada;Canada;309;2014
Bohai University;China;662;2014
State University of Norte Fluminense;Brazil;479;2014
University of Kashmir;India;478;2014
University of Science and Technology;Yemen;539;2014
Pedagogical University;Mozambique;356;2014
Badji Mokhtar-Annaba University;Algeria;484;2014
University of Cape Coast;Ghana;276;2014
Université Paris-Panthéon-Assas;France;528;2014
National Taipei University;Taiwan;593;2014
Moscow State University of Civil Engineering;Russia;239;2014
University of Piraeus;Greece;482;2014
Maulana Azad Medical College;India;443;2014
University Frères Mentouri Constantine 1;Algeria;469;2014
Taiyuan University of Science and Technology;China;468;2014
Wilmington University;United States;268;2014
Universidade do Estado de Mato Grosso;Brazil;549;2014
University of Koblenz and Landau;Germany;466;2014
University of Arkansas at Little Rock;United States;440;2014
University Town of Shenzhen;China;459;2014
Universidade Estadual do Centro-Oeste;Brazil;634;2014
University of Cartagena;Colombia;602;2014
Universidade do Estado do Pará;Brazil;302;2014
École Centrale de Lille;France;335;2014
Yan'an University;China;304;2014
Chiba Institute of Technology;Japan;370;2014
Jakarta State Polytechnic;Indonesia;179;2014
University of Montenegro;Montenegro;446;2014
Universidade Paulista;Brazil;521;2014
Datta Meghe Institute of Medical Sciences;India;88;2014
New School;United States;303;2014
Baruch College;United States;337;2014
Universidade Estadual de Goiás;Brazil;544;2014
Hunan University of Technology;China;367;2014
Don State Technical University;Russia;156;2014
Universitas Muhammadiyah Sidoarjo;Indonesia;52;2014
King's College School;United Kingdom;159;2014
Bayero University Kano;Nigeria;307;2014
Heilongjiang Institute of Technology;China;370;2014
University of Zambia;Zambia;289;2014
University of Pannonia;Hungary;423;2014
Université de Dschang;Cameroon;289;2014
Rotterdam University of Applied Sciences;The Netherlands;133;2014
Islamic Azad University South Tehran Branch;Iran;511;2014
ParisTech;France;740;2014
Indraprasta Pgri University;Indonesia;35;2014
Hsin Sheng College of Medical Care and Management;Taiwan;29;2014
University of Sannio;Italy;454;2014
Technical University of Crete;Greece;433;2014
West University of Timişoara;Romania;459;2014
Mohamed I University;Morocco;325;2014
Saint Petersburg State Electrotechnical University;Russia;275;2014
Seton Hall University;United States;365;2014
Zhaotong University;China;150;2014
Satya Wacana Christian University;Indonesia;150;2014
Southern Illinois University Edwardsville;United States;343;2014
University of Singaperbangsa Karawang;Indonesia;5;2014
Sam Houston State University;United States;374;2014
Christian Medical College;India;382;2014
University of Limpopo;South Africa;732;2014
Universitas Nahdlatul Ulama Indonesia;Indonesia;30;2014
Université Lille Nord de France;France;1177;2014
Hadassah Academic College;Israel;103;2014
Universidade Federal dos Vales do Jequitinhonha e Mucuri;Brazil;407;2014
Universidade Federal de Rondônia;Brazil;379;2014
Universitas Muslim Indonesia;Indonesia;60;2014
Universidad de Ciencias Médicas de la Habana;Cuba;448;2014
Université Ibn Zohr;Morocco;230;2014
IAIN Palangka Raya;Indonesia;224;2014
Muroran Institute of Technology;Japan;293;2014
Universidade Federal de Alfenas;Brazil;435;2014
University of Guayaquil;Ecuador;121;2014
Institut Agama Islam Negeri Manado;Indonesia;568;2014
University of Miskolc;Hungary;291;2014
Universidad César Vallejo;Peru;53;2014
Institut Supérieur de l'Électronique et du Numérique;France;535;2014
Paris School of Economics;France;591;2014
École nationale des ponts et chaussées;France;339;2014
El Colegio de México;Mexico;404;2014
Harbin University;China;330;2014
Louisiana Tech University;United States;313;2014
Changchun University of Technology;China;391;2014
National Institute of Technology Kurukshetra;India;481;2014
PSG INSTITUTE OF TECHNOLOGY AND APPLIED RESEARCH;India;349;2014
École Nationale Supérieure de Chimie de Montpellier;France;277;2014
Hangzhou Medical College;China;78;2014
Westfälische Hochschule;Germany;56;2014
Universidad Central "Marta Abreu" de las Villas (UCLV);Cuba;352;2014
Chaudhary Charan Singh Haryana Agricultural University;India;170;2014
Institut Agro Rennes-Angers;France;545;2014
Université Félix Houphouët-Boigny;Ivory Coast;311;2014
Pace University;United States;309;2014
Institut National des Sciences Appliquées de Toulouse;France;244;2014
Diego Portales University;Chile;515;2014
National University of Comahue;Argentina;375;2014
Paris-Est Sup;France;507;2014
Buffalo State University;United States;345;2014
Visva-Bharati University;India;420;2014
Izmir University;Türkiye;230;2014
Bangabandhu Sheikh Mujib Medical University;Bangladesh;425;2014
Jönköping University;Sweden;412;2014
Hong Kong Metropolitan University;Hong Kong;389;2014
Dalian Jiaotong University;China;378;2014
Universidade do Oeste de Santa Catarina;Brazil;680;2014
Xi’an University;China;318;2014
Universidad de Ciencias Medicas;Costa Rica;463;2014
University of Management and Technology;Pakistan;76;2014
Alagappa University;India;293;2014
First Pavlov State Medical University of St. Petersburg;Russia;220;2014
Helmut Schmidt University;Germany;438;2014
College of New Jersey;United States;257;2014
Mines Saint-Étienne;France;354;2014
Texas A&M Health Science Center;United States;498;2014
Universitas Muhammadiyah Kupang;Indonesia;26;2014
Medway School of Pharmacy;United Kingdom;96;2014
Forest Institute;United States;155;2014
Lake Erie College of Osteopathic Medicine;United States;63;2014
Luohe Medical College;China;157;2014
Keio University Shonan Fujisawa;Japan;85;2014
Dr D Y Patil Dental College & Hospital;India;135;2014
Escola Superior de Propaganda e Marketing;Brazil;127;2014
Isra University;Jordan;58;2014
South-West State University;Russia;64;2014
Togliatti State University;Russia;75;2014
Liverpool College;United Kingdom;16;2014
Noorul Islam University;India;160;2014
Clarendon College;United States;12;2014
Sakarya Uygulamalı Bilimler Üniversitesi;Türkiye;0;2014
Universidade Presidente Antônio Carlos;Brazil;54;2014
Ivano-Frankivsk National Technical University of Oil and Gas;Ukraine;45;2014
Kursk State Medical University;Russia;31;2014
SKEMA Business School;France;130;2014
Muhammad Nawaz Shareef University of Agriculture;Pakistan;8;2014
Harcourt Butler Technical University;India;52;2014
Centre de recherche interdisciplinaire sur les modèles esthétiques et littéraires;France;120;2014
Tumkur University;India;144;2014
Hiroshima International University;Japan;107;2014
University of French Guiana;French Guiana;78;2014
Institut Teknologi Adhi Tama Surabaya;Indonesia;14;2014
Musamus Merauke University;Indonesia;28;2014
Moscow Architectural Institute;Russia;102;2014
Center for Excellence in Education;United States;84;2014
École Supérieure de Commerce de Toulouse;France;106;2014
Brooklyn Law School;United States;186;2014
North Maharashtra University;India;162;2014
Fachhochschule Kiel;Germany;123;2014
Namibia University of Science and Technology;Namibia;100;2014
Rajiv Gandhi Technical University;India;150;2014
Universidade de Cuiabá;Brazil;118;2014
Central University of Haryana;India;8;2014
New York State School of Industrial and Labor Relations;United States;33;2014
Tashkent University of Information Technology;Uzbekistan;16;2014
Kuban State Technological University;Russia;43;2014
Andrzej Frycz Modrzewski Krakow University;Poland;124;2014
Université Abdou Moumouni;Niger;87;2014
Universidade Municipal de São Caetano do Sul;Brazil;120;2014
Al-Neelain University;Sudan;94;2014
Universidade Federal do Sul da Bahia;Brazil;13;2014
Universitas 45 Surabaya;Indonesia;200;2014
Princeton Theological Seminary;United States;48;2014
Tishk International University;Iraq;28;2014
HAN University of Applied Sciences;The Netherlands;119;2014
Universidad Técnica Estatal de Quevedo;Ecuador;47;2014
Université catholique de l'ouest;France;106;2014
The University of Texas of the Permian Basin;United States;262;2014
Universitas Internasional Semen Indonesia;Indonesia;23;2014
Institute of Business Management;Pakistan;64;2014
Andalusian School of Public Health;Spain;124;2014
Offenburg University of Applied Sciences;Germany;157;2014
National Institute of Technology;Indonesia;157;2014
Universitas Sulawesi Barat;Indonesia;8;2014
Letterkenny Institute of Technology;Ireland;21;2014
University Memory and Aging Center;United States;97;2014
Baden-Wuerttemberg Cooperative State University;Germany;232;2014
Sindh Agriculture University;Pakistan;99;2014
Kyoto College of Graduate Studies for Informatics;Japan;90;2014
Universities of Giessen and Marburg Lung Center;Germany;97;2014
St. Catherine University;United States;80;2014
Hunan Police Academy;China;47;2014
Nazi Boni University;Burkina Faso;57;2014
Hangzhou Vocational and Technical College;China;54;2014
Millersville University;United States;60;2014
Islamic Azad University, Marvdasht;Iran;91;2014
IMT Mines Alès;France;118;2014
Russian State Agrarian University - Moscow Timiryazev Agricultural Academy;Russia;29;2014
Saint Petersburg State University of Architecture and Civil Engineering;Russia;50;2014
Thiruvalluvar University;India;92;2014
Universitas Borneo Tarakan;Indonesia;18;2014
Imam Hossein University;Iran;128;2014
Kampala International University;Uganda;25;2014
State Marine Technical University of St. Petersburg;Russia;26;2014
Universidad de Guantánamo;Cuba;68;2014
Hunan University of Finance and Economics;China;93;2014
Mackay Junior College of Medicine, Nursing and Management;Taiwan;130;2014
Technological Institute of Celaya;Mexico;73;2014
Yunnan University of Traditional Chinese Medicine;China;96;2014
Juraj Dobrila University of Pula;Croatia;103;2014
Emmanuel College - Massachusetts;United States;74;2014
Krishi Vigyan Kendra, Ghatkhed Amravati;India;96;2014
Rajasthan Technical University;India;76;2014
Hanover College;United States;78;2014
Institute of Dermatology;Thailand;56;2014
J.C. Bose University of Science & Technology, YMCA;India;118;2014
B. J. Medical College & Sassoon Hospital;India;100;2014
Universitas Muhammadiyah Kendari;Indonesia;89;2014
International Management Institute;India;91;2014
Ohio Northern University;United States;117;2014
Tarleton State University;United States;82;2014
Seattle Pacific University;United States;115;2014
Drew University;United States;67;2014
National Pingtung University;Taiwan;99;2014
Winston-Salem State University;United States;123;2014
University of Shimane;Japan;62;2014
Universidad Estatal de Milagro;Ecuador;21;2014
Kuzbass State Technical University;Russia;49;2014
K S Hegde Medical Academy;India;124;2014
Hajee Mohammad Danesh Science and Technology University;Bangladesh;54;2014
Guarulhos University;Brazil;102;2014
Institute of Medical Sciences and Sum Hospital;India;51;2014
École Nationale des Greffes;France;90;2014
University of Science and Technology of Benin;Benin;95;2014
Ufuk University;Türkiye;115;2014
University of Redlands;United States;92;2014
Shaheed Suhrawardy Medical College;Bangladesh;72;2014
University of Kang Ning;Taiwan;28;2014
Urmia University of Technology;Iran;97;2014
Universidade Fundação Mineira de Educação e Cultura;Brazil;127;2014
Indian Institute of Technology Jammu;India;5;2014
Jining University;China;106;2014
Government Medical College;India;94;2014
University of El Salvador;El Salvador;77;2014
École Nationale Supérieure de Chimie de Rennes;France;103;2014
Dhanalakshmi Srinivasan Group of Institutions;India;107;2014
Xi'an International Studies University;China;124;2014
Northeast Catholic College;United States;44;2014
Universiti Teknologi Brunei;Brunei;93;2014
Eastern Liaoning University;China;190;2014
Ukrainian State University of Chemical Technology;Ukraine;74;2014
Kasturba Medical College, Mangalore;India;102;2014
Universitas Bosowa;Indonesia;13;2014
Centro Universitário UNINOVAFAPI;Brazil;122;2014
Tân Tạo University;Vietnam;56;2014
Soegijapranata Catholic University;Indonesia;80;2014
College of Tourism;Bulgaria;388;2014
Voronezh State Medical Academy named after N.N. Burdenko;Russia;50;2014
Cihan University-Erbil;Iraq;10;2014
Amur State University;Russia;51;2014
Dr. Bhim Rao Ambedkar University;India;108;2014
Instituto Federal de Educação, Ciência e Tecnologia Baiano;Brazil;146;2014
People’s University;India;163;2014
Islamic Azad University Ardabil;Iran;194;2014
Adam Smith Institute;United Kingdom;102;2014
Universidade Salgado de Oliveira;Brazil;101;2014
Universidade José do Rosário Vellano;Brazil;95;2014
Indira Gandhi Delhi Technical University for Women;India;39;2014
Odessa National Maritime University;Ukraine;39;2014
Shippensburg University;United States;106;2014
Medizinische Hochschule Brandenburg Theodor Fontane;Germany;2;2014
Henan Forestry Vocational College;China;176;2014
University of the Sacred Heart;Japan;129;2014
Insper;Brazil;123;2014
University of Zakho;Iraq;64;2014
Indiana University Indianapolis;United States;108;2014
Real Academia Española;Spain;52;2014
National Institute for Mathematical Sciences;South Korea;111;2014
Dalian Naval Academy;China;128;2014
European University of Rome;Italy;95;2014
R.V. College of Engineering;India;120;2014
Universitas Indo Global Mandiri;Indonesia;24;2014
Douglas College;Canada;58;2014
Universidad UTE;Ecuador;40;2014
Faculdades Oswaldo Cruz;Brazil;101;2014
Beijing City University;China;70;2014
Escola Superior de Saúde Egas Moniz;Portugal;60;2014
Azerbaijan Medical University;Azerbaijan;52;2014
Alsalam University College;Iraq;10;2014
Pasadena City College;United States;91;2014
Solapur University;India;117;2014
Alliance University;India;46;2014
National Institute of Technical Teachers Training and Research;India;84;2014
Université de Saida Dr.Moulay Tahar;Algeria;110;2014
Ziane Achour University of Djelfa;Algeria;47;2014
Central Institute of Fisheries Education;India;105;2014
Sichuan University of Arts and Science;China;141;2014
Kutztown University;United States;142;2014
Mirpur University of Science and Technology;Pakistan;33;2014
Ravenshaw University;India;70;2014
Universitas Muhammadiyah Parepare;Indonesia;24;2014
Liberal Arts University;Russia;74;2014
Jiangxi University of Technology;China;79;2014
Baotou Teachers College;China;148;2014
Islamic Azad University Pharmaceutical Sciences Branch;Iran;119;2014
Nasarawa State University;Nigeria;75;2014
Indian Institute of Management Indore;India;84;2014
Lawrence University;United States;67;2014
Nutrition Metabolism Aquaculture;France;87;2014
Udmurt State University;Russia;70;2014
Institute of Biological, Environmental and Rural Sciences;United Kingdom;126;2014
Shenyang Medical College;China;110;2014
National University of Jujuy;Argentina;94;2014
Texas A&M University School of Law;United States;98;2014
Turgut Özal University;Türkiye;239;2014
Universitas Widya Gama Malang;Indonesia;57;2014
Delta University for Science and Technology;Egypt;29;2014
Guangzhou Design Institute;China;211;2014
Institutt for Eksperimentell Medisinsk Forskning;Norway;49;2014
University of Vechta;Germany;83;2014
Universidad de Cuautitlán Izcalli;Mexico;67;2014
University of Suffolk;United Kingdom;73;2014
Universitas Islam Nusantara;Indonesia;14;2014
Moscow Automobile and Road Construction State Technical University;Russia;44;2014
Tajen University;Taiwan;159;2014
Petroleum & Gas University of Ploieşti;Romania;152;2014
Universidade Iguaçu;Brazil;48;2014
Orel State University named after I.S. Turgenev;Russia;29;2014
Rabindranath Tagore Medical College;India;57;2014
Islamic Azad University of Hamedan;Iran;159;2014
New York State College of Agriculture & Life Sciences;United States;37;2014
Center for Economic Research and Graduate Education – Economics Institute;Czechia;97;2014
Oranim Academic College of Education;Israel;74;2014
Azerbaijan State University of Economics;Azerbaijan;12;2014
University of Fort Lauderdale;United States;82;2014
Dnipro University of Technology;Ukraine;31;2014
Vinnytsia National Technical University;Ukraine;43;2014
National Institute for Biotechnology and Genetic Engineering;Pakistan;88;2014
Escola Superior de Ciências da Saúde;Brazil;99;2014
Catholic University of Colombia;Colombia;111;2014
Sacred Heart University;United States;103;2014
Sri Eshwar College of Engineering;India;7;2014
National University of Kyiv Mohyla Academy;Ukraine;59;2014
Ardahan University;Türkiye;49;2014
Bundelkhand University;India;121;2014
University of the Incarnate Word;United States;63;2014
Springfield College;United States;165;2014
Pacific Lutheran University;United States;84;2014
Siena College;United States;112;2014
Institut Teknologi Nasional Malang;Indonesia;24;2014
University of Bacău;Romania;224;2014
Tarsus University;Türkiye;27;2014
Pan-Atlantic University;Nigeria;39;2014
University of Muhammadiyah Mataram;Indonesia;7;2014
Frederick University;Cyprus;107;2014
Bowen University;Nigeria;43;2014
Walsh University;United States;107;2014
Dhofar University;Oman;32;2014
Universidad de Las Tunas;Cuba;85;2014
Institute of Rural Management Anand;India;117;2014
Titu Maiorescu University;Romania;70;2014
École Nationale des Chartes;France;73;2014
Peruvian Union University;Peru;35;2014
Olusegun Agagu University of Science and Technology;Nigeria;28;2014
UMIT - Private Universität für Gesundheitswissenschaften, Medizinische Informatik und Technik;Austria;81;2014
École Normale Supérieure d'Abidjan;Ivory Coast;62;2014
Lincoln University College;Malaysia;5;2014
Universitas Wijayakusuma Purwokerto;Indonesia;29;2014
Indian Institute of Management Visakhapatnam;India;87;2014
Virginia State University;United States;75;2014
Universitas PGRI Yogyakarta;Indonesia;13;2014
Universidad Tecnológica Indoamérica;Ecuador;26;2014
Veszprémi Érseki Hittudományi Fõiskola;Hungary;11;2014
Hokkaido Pharmaceutical University;Japan;47;2014
Osaka Health Science University;Japan;79;2014
